DB,Site,Name,Preferred,Cal_yr_BP,Age_Old,Age_Yng,Max_Elev,Min_Elev,Midpoint,Relative,Use_Relative
43,40,Little Windy Hill Pond,Y,5200,,,-0.020355026,-0.814796932,-0.417575979,,N
43,40,Little Windy Hill Pond,Y,5150,,,-0.068329467,-0.818216413,-0.44327294,,N
43,40,Little Windy Hill Pond,Y,5100,,,-0.163900065,-0.831052177,-0.497476121,,N
43,40,Little Windy Hill Pond,Y,5050,,,-0.160943984,-0.823629922,-0.492286953,,N
43,40,Little Windy Hill Pond,Y,5000,,,-0.157987903,-0.815712498,-0.4868502,,N
43,40,Little Windy Hill Pond,Y,4950,,,-0.060031822,-0.787623524,-0.423827673,,N
43,40,Little Windy Hill Pond,Y,4900,,,0.023585858,-0.729724311,-0.353069226,,N
43,40,Little Windy Hill Pond,Y,4850,,,0.106218178,-0.672139147,-0.282960484,,N
43,40,Little Windy Hill Pond,Y,4800,,,0.141209732,-0.658530309,-0.258660288,,N
43,40,Little Windy Hill Pond,Y,4750,,,0.141209732,-0.684242784,-0.271516526,,N
43,40,Little Windy Hill Pond,Y,4700,,,0.141209732,-0.762360057,-0.310575162,,N
43,40,Little Windy Hill Pond,Y,4650,,,0.108567576,-0.80625878,-0.348845602,,N
43,40,Little Windy Hill Pond,Y,4600,,,0.032875723,-0.854811222,-0.410967749,,N
43,40,Little Windy Hill Pond,Y,4550,,,-0.042342953,-0.850566203,-0.446454578,,N
43,40,Little Windy Hill Pond,Y,4500,,,-0.127158008,-0.850803853,-0.48898093,,N
43,40,Little Windy Hill Pond,Y,4450,,,-0.168179801,-0.773510816,-0.470845308,,N
43,40,Little Windy Hill Pond,Y,4400,,,-0.26164488,-0.746996816,-0.504320848,,N
43,40,Little Windy Hill Pond,Y,4350,,,-0.311789876,-0.717104163,-0.514447019,,N
43,40,Little Windy Hill Pond,Y,4300,,,-0.361596887,-0.761110833,-0.56135386,,N
43,40,Little Windy Hill Pond,Y,4250,,,-0.35835224,-0.755475495,-0.556913867,,N
43,40,Little Windy Hill Pond,Y,4200,,,-0.355107594,-0.749840157,-0.552473875,,N
43,40,Little Windy Hill Pond,Y,4150,,,-0.351862948,-0.744204819,-0.548033883,,N
43,40,Little Windy Hill Pond,Y,4100,,,-0.348618301,-0.738569481,-0.543593891,,N
43,40,Little Windy Hill Pond,Y,4050,,,-0.345373655,-0.732934143,-0.539153899,,N
43,40,Little Windy Hill Pond,Y,4000,,,-0.342129009,-0.727298805,-0.534713907,,N
43,40,Little Windy Hill Pond,Y,3950,,,-0.338884362,-0.721663467,-0.530273915,,N
43,40,Little Windy Hill Pond,Y,3900,,,-0.335639716,-0.716173381,-0.525906548,,N
43,40,Little Windy Hill Pond,Y,3850,,,-0.33239507,-0.711024882,-0.521709976,,N
43,40,Little Windy Hill Pond,Y,3800,,,-0.329150423,-0.706317701,-0.517734062,,N
43,40,Little Windy Hill Pond,Y,3750,,,-0.325905777,-0.701998752,-0.513952265,,N
43,40,Little Windy Hill Pond,Y,3700,,,-0.322661131,-0.697871701,-0.510266416,,N
43,40,Little Windy Hill Pond,Y,3650,,,-0.319416484,-0.693836818,-0.506626651,,N
43,40,Little Windy Hill Pond,Y,3600,,,-0.316171838,-0.689801934,-0.502986886,,N
43,40,Little Windy Hill Pond,Y,3550,,,-0.312927192,-0.685767051,-0.499347121,,N
43,40,Little Windy Hill Pond,Y,3500,,,-0.319721986,-0.690508348,-0.505115167,,N
43,40,Little Windy Hill Pond,Y,3450,,,-0.326463424,-0.69525229,-0.510857857,,N
43,40,Little Windy Hill Pond,Y,3400,,,-0.333151504,-0.699998877,-0.516575191,,N
43,40,Little Windy Hill Pond,Y,3350,,,-0.329746787,-0.695971929,-0.512859358,,N
43,40,Little Windy Hill Pond,Y,3300,,,-0.339443419,-0.709418282,-0.52443085,,N
43,40,Little Windy Hill Pond,Y,3250,,,-0.349068908,-0.722575167,-0.535822038,,N
43,40,Little Windy Hill Pond,Y,3200,,,-0.326980261,-0.752901277,-0.539940769,,N
43,40,Little Windy Hill Pond,Y,3150,,,-0.291985963,-0.765416313,-0.528701138,,N
43,40,Little Windy Hill Pond,Y,3100,,,-0.317205568,-0.803926179,-0.560565874,,N
43,40,Little Windy Hill Pond,Y,3050,,,-0.373908096,-0.824856596,-0.599382346,,N
43,40,Little Windy Hill Pond,Y,3000,,,-0.43018371,-0.833913193,-0.632048452,,N
43,40,Little Windy Hill Pond,Y,2950,,,-0.42608535,-0.82865557,-0.62737046,,N
43,40,Little Windy Hill Pond,Y,2900,,,-0.421986989,-0.823397946,-0.622692468,,N
43,40,Little Windy Hill Pond,Y,2850,,,-0.417888628,-0.829941687,-0.623915158,,N
43,40,Little Windy Hill Pond,Y,2800,,,-0.413790268,-0.824684064,-0.619237166,,N
43,40,Little Windy Hill Pond,Y,2750,,,-0.409691907,-0.81942644,-0.614559174,,N
43,40,Little Windy Hill Pond,Y,2700,,,-0.405593546,-0.814168817,-0.609881181,,N
43,40,Little Windy Hill Pond,Y,2650,,,-0.345390336,-0.791983829,-0.568687082,,N
43,40,Little Windy Hill Pond,Y,2600,,,-0.285614038,-0.769847143,-0.527730591,,N
43,40,Little Windy Hill Pond,Y,2550,,,-0.226264653,-0.747758761,-0.487011707,,N
43,40,Little Windy Hill Pond,Y,2500,,,-0.211483966,-0.731264051,-0.471374008,,N
43,40,Little Windy Hill Pond,Y,2450,,,-0.196774421,-0.714811278,-0.45579285,,N
43,40,Little Windy Hill Pond,Y,2400,,,-0.18213602,-0.698400442,-0.440268231,,N
43,40,Little Windy Hill Pond,Y,2350,,,-0.204503048,-0.879237549,-0.541870298,,N
43,40,Little Windy Hill Pond,Y,2300,,,-0.226844184,-1.060541201,-0.643692693,,N
43,40,Little Windy Hill Pond,Y,2250,,,-0.251841119,-1.468546195,-0.860193657,,N
43,40,Little Windy Hill Pond,Y,2200,,,-0.218885626,-1.464960051,-0.841922839,,N
43,40,Little Windy Hill Pond,Y,2150,,,-0.186200775,-1.461374924,-0.82378785,,N
43,40,Little Windy Hill Pond,Y,2100,,,-0.139710729,-1.231555119,-0.685632924,,N
43,40,Little Windy Hill Pond,Y,2050,,,-0.101701091,-1.032348913,-0.567025002,,N
43,40,Little Windy Hill Pond,Y,2000,,,-0.063788234,-0.832885543,-0.448336888,,N
43,40,Little Windy Hill Pond,Y,1950,,,-0.028980934,-0.627575662,-0.328278298,,N
43,40,Little Windy Hill Pond,Y,1900,,,-0.019069317,-0.61766574,-0.318367529,,N
43,40,Little Windy Hill Pond,Y,1850,,,0.019170134,-0.605032854,-0.29293136,,N
43,40,Little Windy Hill Pond,Y,1800,,,0.048700472,-0.598044349,-0.274671939,,N
43,40,Little Windy Hill Pond,Y,1750,,,0.077960422,-0.550019034,-0.236029306,,N
43,40,Little Windy Hill Pond,Y,1700,,,0.099246316,-0.512939298,-0.206846491,,N
43,40,Little Windy Hill Pond,Y,1650,,,0.120329419,-0.474036203,-0.176853392,,N
43,40,Little Windy Hill Pond,Y,1600,,,0.141209732,-0.474364495,-0.166577381,,N
43,40,Little Windy Hill Pond,Y,1550,,,0.141209732,-0.464702202,-0.161746235,,N
43,40,Little Windy Hill Pond,Y,1500,,,0.141209732,-0.455042015,-0.156916141,,N
43,40,Little Windy Hill Pond,Y,1450,,,0.141209732,-0.445383346,-0.152086807,,N
43,40,Little Windy Hill Pond,Y,1400,,,0.141209732,-0.425323132,-0.1420567,,N
43,40,Little Windy Hill Pond,Y,1350,,,0.141209732,-0.405333995,-0.132062131,,N
43,40,Little Windy Hill Pond,Y,1300,,,0.141209732,-0.385414483,-0.122102375,,N
43,40,Little Windy Hill Pond,Y,1250,,,0.141209732,-0.351705848,-0.105248058,,N
43,40,Little Windy Hill Pond,Y,1200,,,0.141209732,-0.318894016,-0.088842142,,N
43,40,Little Windy Hill Pond,Y,1150,,,0.141209732,-0.309443568,-0.084116918,,N
43,40,Little Windy Hill Pond,Y,1100,,,0.141209732,-0.324254474,-0.091522371,,N
43,40,Little Windy Hill Pond,Y,1050,,,0.141209732,-0.338168642,-0.098479455,,N
43,40,Little Windy Hill Pond,Y,1000,,,0.141209732,-0.318359267,-0.088574767,,N
43,40,Little Windy Hill Pond,Y,950,,,0.141209732,-0.299311532,-0.0790509,,N
43,40,Little Windy Hill Pond,Y,900,,,0.141209732,-0.281023398,-0.069906833,,N
43,40,Little Windy Hill Pond,Y,850,,,0.141209732,-0.273859903,-0.066325085,,N
43,40,Little Windy Hill Pond,Y,800,,,0.141209732,-0.266696662,-0.062743465,,N
43,40,Little Windy Hill Pond,Y,750,,,0.141209732,-0.259534831,-0.05916255,,N
43,40,Little Windy Hill Pond,Y,700,,,0.141209732,-0.252373724,-0.055581996,,N
43,40,Little Windy Hill Pond,Y,650,,,0.141209732,-0.245210347,-0.052000307,,N
43,40,Little Windy Hill Pond,Y,600,,,0.141209732,-0.23804689,-0.048418579,,N
43,40,Little Windy Hill Pond,Y,550,,,0.141209732,-0.219194252,-0.03899226,,N
43,40,Little Windy Hill Pond,Y,500,,,0.141209732,-0.201242464,-0.030016366,,N
43,40,Little Windy Hill Pond,Y,450,,,0.141209732,-0.176276825,-0.017533546,,N
43,40,Little Windy Hill Pond,Y,400,,,0.141209732,-0.164033533,-0.0114119,,N
43,40,Little Windy Hill Pond,Y,350,,,0.141209732,-0.151925183,-0.005357725,,N
43,40,Little Windy Hill Pond,Y,300,,,0.141209732,-0.147864642,-0.003327455,,N
43,40,Little Windy Hill Pond,Y,250,,,0.141209732,-0.143804894,-0.001297581,,N
43,40,Little Windy Hill Pond,Y,200,,,0.141209732,-0.139745158,0.000732287,,N
43,40,Little Windy Hill Pond,Y,150,,,0.141209732,-0.13568463,0.002762551,,N
43,40,Little Windy Hill Pond,Y,100,,,0.141209732,-0.131623309,0.004793212,,N
43,40,Little Windy Hill Pond,Y,50,,,0.141209732,-0.141209732,0,,N
44,41,Lofty Lake,Y,13268,13463,13089,-7.75,-12.215,-9.9825,1,N
44,41,Lofty Lake,Y,10376,10560,10220,-7.75,-11.85,-9.8,1,N
44,41,Lofty Lake,Y,9702,9884,9544,0,-7.75,-3.875,3,N
44,41,Lofty Lake,Y,9702,9884,9544,-7.75,-11.5,-9.625,2,N
44,41,Lofty Lake,Y,7206,7320,7025,-7.45,-10,-8.725,2,N
44,41,Lofty Lake,Y,7206,7320,7025,0,-7.45,-3.725,3,N
44,41,Lofty Lake,Y,-35,,,0,0,0,4,N
45,42,Makepeace Cedar Swamp,Y,13700,14050,13390,-1.5,-5.3,-3.4,,N
45,42,Makepeace Cedar Swamp,Y,11480,11690,11350,-1.5,-3,-2.25,,N
45,42,Makepeace Cedar Swamp,Y,11480,11690,11350,-3,-4.4,-3.7,,N
45,42,Makepeace Cedar Swamp,Y,10800,10910,10690,-2.9,-4,-3.45,,N
45,42,Makepeace Cedar Swamp,Y,9720,10050,9540,-3.51,-3.51,-3.51,,N
45,42,Makepeace Cedar Swamp,Y,7960,8020,7880,-2.6,-3.46,-3.03,,N
45,42,Makepeace Cedar Swamp,Y,7260,7420,7100,-1.5,-2.9,-2.2,,N
45,42,Makepeace Cedar Swamp,Y,5600,5730,5480,-1.5,-2.48,-1.99,,N
45,42,Makepeace Cedar Swamp,Y,5600,5730,5480,-2,-2.48,-2.24,,N
45,42,Makepeace Cedar Swamp,Y,5240,5730,4730,-2.1,-2.3,-2.2,,N
45,42,Makepeace Cedar Swamp,Y,3200,5410,2490,-1.5,-1.5,-1.5,,N
45,42,Makepeace Cedar Swamp,Y,0,0,0,0,0,0,,N
46,43,Mansell Pond,Y,10450,10563,10271,-5.75,-5.94,-5.85,,N
46,43,Mansell Pond,Y,9541,9557,9506,-5.75,-5.77,-5.76,,N
46,43,Mansell Pond,Y,8531,9017,8207,-5,-6.54,-5.77,,N
46,43,Mansell Pond,Y,7477,7567,7435,-4.7,-7.39,-6.05,,N
46,43,Mansell Pond,Y,7003,7162,6904,-3.97,-7.39,-5.68,,N
46,43,Mansell Pond,Y,6706,6790,6578,-3.85,-6.95,-5.4,,N
46,43,Mansell Pond,Y,5543,5595,5334,-3.35,-5,-4.18,,N
46,43,Mansell Pond,Y,3472,3557,3387,-2.5,-2.78,-2.64,,N
46,43,Mansell Pond,Y,2872,2957,2787,0,-1.04,-0.52,,N
46,43,Mansell Pond,Y,0,0,0,0,0,0,,N
47,44,Marcella Lake,Y,10220,10242,10213,-14.8,-14.8,-14.8,1,N
47,44,Marcella Lake,Y,10100,10177,9634,0,-5.54,-2.77,8,N
47,44,Marcella Lake,Y,9530,9595,9433,0,-5.48,-2.74,8,N
47,44,Marcella Lake,Y,8580,8638,8413,-5.23,-12.19,-8.71,2,N
47,44,Marcella Lake,Y,7900,7938,7793,-10.37,-12.19,-11.28,2,N
47,44,Marcella Lake,Y,7475,7561,7430,-6.04,-10.37,-8.21,5,N
47,44,Marcella Lake,Y,4330,4420,4152,-4.6,-6.04,-5.32,6,N
47,44,Marcella Lake,Y,4200,4350,4098,0,-4.28,-2.14,10,N
47,44,Marcella Lake,Y,2350,2358,2345,-0.5,-4.28,-2.39,9,N
47,44,Marcella Lake,Y,1150,1200,1100,-2.63,-4.94,-3.79,7,N
47,44,Marcella Lake,Y,-50,0,0,0,0,0,11,N
48,45,Mina Lake,Y,10000,,,0,0,0,3,N
48,45,Mina Lake,Y,8488,,,0,0,0,3,N
48,45,Mina Lake,Y,8488,,,-12.7,-14.7,-13.7,1,N
48,45,Mina Lake,Y,4479,,,-12.7,-14.7,-13.7,1,N
48,45,Mina Lake,Y,4479,,,0,0,0,3,N
48,45,Mina Lake,Y,0,,,0,0,0,3,N
49,46,Mirror Lake,Y,16863,17785,16103,2.5,0,1.25,3,N
49,46,Mirror Lake,Y,12983,13368,12612,2.5,0,1.25,3,N
49,46,Mirror Lake,Y,12055,12566,11651,-2.8,-4.2,-3.5,1,N
49,46,Mirror Lake,Y,9607,10147,9259,-2.8,-4.2,-3.5,1,N
49,46,Mirror Lake,Y,8029,8184,7852,0,-2.8,-1.4,2,N
49,46,Mirror Lake,Y,5712,5904,5585,0,-1.8,-0.9,2,N
49,46,Mirror Lake,Y,5500,5700,5000,0,-2.7,-1.35,1,N
49,46,Mirror Lake,Y,3935,4148,3697,0,-1.74,-0.87,3,N
49,46,Mirror Lake,Y,0,0,0,0,0,0,3,N
50,47,Mono Lake,Y,3766,3874,3640,1980.8,1946,1980.8,,N
50,47,Mono Lake,Y,1942,2169,1715,1972,1942.7,1943.6,,N
50,47,Mono Lake,Y,1807,1942,1670,1940.9,,1940.9,,N
50,47,Mono Lake,Y,1670,,,1948.4,1947.6,1948,,N
50,47,Mono Lake,Y,1515,1562,1418,1945.7,1943.8,1944.75,,N
50,47,Mono Lake,Y,1474,1526,1415,1945.8,1943.8,1944.8,,N
50,47,Mono Lake,Y,1381,1412,1319,1951.8,1945.7,1951.8,,N
50,47,Mono Lake,Y,1245,1295,1195,1947.6,1946,1946.8,,N
50,47,Mono Lake,Y,849,919,795,1942.1,1940.9,1941.5,,N
50,47,Mono Lake,Y,849,909,795,1945.5,1940.9,1943.2,,N
50,47,Mono Lake,Y,847,907,792,1944.5,1940.9,1942.7,,N
50,47,Mono Lake,Y,837,923,744,1950,1940.9,1945.45,,N
50,47,Mono Lake,Y,831,910,777,1949.1,1940.9,1945,,N
50,47,Mono Lake,Y,815,905,736,1959.8,1949.1,1954.45,,N
50,47,Mono Lake,Y,781,898,697,1959.8,1949.7,1954.75,,N
50,47,Mono Lake,Y,781,898,697,1959.8,1947.6,1953.7,,N
50,47,Mono Lake,Y,766,891,692,1959.8,1948.2,1954,,N
50,47,Mono Lake,Y,710.5,729,692,1944.2,,1944.2,,N
50,47,Mono Lake,Y,705,729,673,1952.4,1950.3,1951.35,,N
50,47,Mono Lake,Y,655,691,562,1952.4,1951.2,1951.8,,N
50,47,Mono Lake,Y,634,674,563,1952.4,1947.9,1950.15,,N
50,47,Mono Lake,Y,607,664,557,1952.4,1947,1949.7,,N
50,47,Mono Lake,Y,605,625,585,1953.4,1952.4,1952.9,,N
50,47,Mono Lake,Y,577.5,625,530,1946.6,1944.5,1945.55,,N
50,47,Mono Lake,Y,560.75,650,544,1961,1942.4,1951.7,,N
50,47,Mono Lake,Y,558.25,630,539,1961,1950,1955.5,,N
50,47,Mono Lake,Y,555,624,530,1961,1947.3,1961,,N
50,47,Mono Lake,Y,388.5,624,153,1950.6,1944.2,1950.6,,N
50,47,Mono Lake,Y,288,307,153,1967.7,1962.3,1965,,N
50,47,Mono Lake,Y,275,422,-2,1967.7,1959.8,1967.7,,N
50,47,Mono Lake,Y,275,420,-2,1967.7,1966,1967.7,,N
50,47,Mono Lake,Y,243,243,243,1957.6,1948.2,1952.9,,N
50,47,Mono Lake,Y,30,30,30,1959.1,,1959.1,,N
51,48,Moody Lake,Y,10163,11050,9481,0,0,0,2,N
51,48,Moody Lake,Y,7858,8381,7339,0,0,0,2,N
51,48,Moody Lake,Y,7858,8381,7339,-2.3,-4.3,-3.3,1,N
51,48,Moody Lake,Y,5898,5930,5767,-2.3,-4.3,-3.3,1,N
51,48,Moody Lake,Y,5898,5930,5767,0,-0.8,-0.4,3,N
51,48,Moody Lake,Y,4843,4857,4828,0,-0.62,-0.31,3,N
51,48,Moody Lake,Y,4843,4857,4828,-0.62,-1.62,-1.12,2,N
51,48,Moody Lake,Y,639,739,539,-0.3,-1.3,-0.8,2,N
51,48,Moody Lake,Y,606,639,554,0,-0.3,-0.15,3,N
51,48,Moody Lake,Y,554,654,454,-0.3,-1.3,-0.8,2,N
51,48,Moody Lake,Y,184,282,4,-0.18,-1.18,-0.68,2,N
51,48,Moody Lake,Y,-55,-55,-55,0,0,0,3,N
52,49,Newark Valley (Pluvial Lake Newark),Y,43370,43847,42894,1844,1842,1843,,N
52,49,Newark Valley (Pluvial Lake Newark),Y,42354,42683,42015,1843,1841,1842,,N
52,49,Newark Valley (Pluvial Lake Newark),Y,17630,17826,17506,1821,1819,1820,,N
52,49,Newark Valley (Pluvial Lake Newark),Y,17587,17812,17441,1845,1833,1845,,N
52,49,Newark Valley (Pluvial Lake Newark),Y,16889,16964,16799,1846,1844,1845,,N
52,49,Newark Valley (Pluvial Lake Newark),Y,16829,16906,16749,1810,1808,1809,,N
52,49,Newark Valley (Pluvial Lake Newark),Y,15682,15908,15243,1805,1803,1804,,N
52,49,Newark Valley (Pluvial Lake Newark),Y,14408,14553,14155,1810,1808,1809,,N
52,49,Newark Valley (Pluvial Lake Newark),Y,0,0,0,1779,1777,1778,,N
53,50,Owasco Lake,Y,13575,13682,13458,0,-5.68,-2.84,1,N
53,50,Owasco Lake,Y,12599,12676,12541,0,-4.94,-2.47,2,N
53,50,Owasco Lake,Y,10746,11070,10561,-1.34,-1.83,-1.59,1,N
53,50,Owasco Lake,Y,10026,10199,9915,-1.18,-1.83,-1.51,1,N
53,50,Owasco Lake,Y,9181,9272,9031,-0.95,-1.36,-1.16,2,N
53,50,Owasco Lake,Y,6404,6452,6313,-0.15,-0.83,-0.49,2,N
53,50,Owasco Lake,Y,6059,6177,5941,-0.04,-0.36,-0.2,1,N
53,50,Owasco Lake,Y,4929,5031,4839,0,-0.36,-0.18,3,N
53,50,Owasco Lake,Y,0,0,0,0,0,0,3,N
54,51,Owens Lake,Y,25150,25320,24980,1156,1111,1133.5,,N
54,51,Owens Lake,Y,24380,24520,24240,1156,1111,1133.5,,N
54,51,Owens Lake,Y,23981,24230,23731,1160,1160,1160,,N
54,51,Owens Lake,Y,20890,21220,20560,1155,1124,1139.5,,N
54,51,Owens Lake,Y,19515,19800,19230,1124,1124,1124,,N
54,51,Owens Lake,Y,18810,18920,18700,1073,1073,1073,,N
54,51,Owens Lake,Y,18080,18470,17690,1111,1074,1092.5,,N
54,51,Owens Lake,Y,15980,16370,15590,1075,1075,1075,,N
54,51,Owens Lake,Y,15850,16220,15480,1145,1128,1136.5,,N
54,51,Owens Lake,Y,15380,15690,15070,1145,1138,1141.5,,N
54,51,Owens Lake,Y,15010,15270,14750,1111.5,1076,1093.75,,N
54,51,Owens Lake,Y,14760,15120,14400,1111.5,1076,1093.75,,N
54,51,Owens Lake,Y,14045,14210,13880,1126,1126,1126,,N
54,51,Owens Lake,Y,13870,14000,13740,1077,1077,1077,,N
54,51,Owens Lake,Y,13310,13420,13200,1123,1123,1123,,N
54,51,Owens Lake,Y,13265,13320,13080,1123,1111,1117,,N
54,51,Owens Lake,Y,13265,13380,13150,1097,1097,1097,,N
54,51,Owens Lake,Y,12945,13050,12840,1116,1111,1113.5,,N
54,51,Owens Lake,Y,12905,12990,12820,1116,1116,1116,,N
54,51,Owens Lake,Y,12385,12650,12120,1079,1079,1079,,N
54,51,Owens Lake,Y,11505,11750,11260,1128,1100,1114,,N
54,51,Owens Lake,Y,11480,11690,11270,1113,1100,1106.5,,N
54,51,Owens Lake,Y,10960,11170,10750,1128,1120,1124,,N
54,51,Owens Lake,Y,10910,11090,10730,1112.5,1100,1106.25,,N
54,51,Owens Lake,Y,8790,8980,8600,1125,1120.5,1122.75,,N
54,51,Owens Lake,Y,7750,7830,7670,1135,1125,1130,,N
54,51,Owens Lake,Y,6675,6850,6500,1081,1080,1080.5,,N
54,51,Owens Lake,Y,4570,4730,4410,1081,1080,1080.5,,N
54,51,Owens Lake,Y,4430,4460,4400,1114,1108,1111,,N
54,51,Owens Lake,Y,2000,3000,1000,1100,1096,1098,,N
54,51,Owens Lake,Y,915,1050,720,1082,1082,1082,,N
54,51,Owens Lake,Y,130,130,130,1096,1096,1096,,N
55,52,Panamint Valley,Y,44488,45111,43943,277,,277,,N
55,52,Panamint Valley,Y,29774,30150,29494,286,,286,,N
55,52,Panamint Valley,Y,27318,27637,27008,512,,512,,N
55,52,Panamint Valley,Y,27305,27608,27001,415,,415,,N
55,52,Panamint Valley,Y,25223,25488,24973,384,,384,,N
55,52,Panamint Valley,Y,24111,24300,23925,448,372,410,,N
55,52,Panamint Valley,Y,21495,21642,21304,512,,512,,N
55,52,Panamint Valley,Y,20679,20937,20360,1207,518,1207,,N
55,52,Panamint Valley,Y,20335,20458,20179,1207,415,1207,,N
55,52,Panamint Valley,Y,19889,20072,19599,1207,466,1207,,N
55,52,Panamint Valley,Y,18257,18489,18020,500,,500,,N
55,52,Panamint Valley,Y,17211,17406,17032,1205,415,1205,,N
55,52,Panamint Valley,Y,17188,17404,16998,506,,506,,N
55,52,Panamint Valley,Y,17034,17144,16899,503,,503,,N
55,52,Panamint Valley,Y,14833,15025,14634,484,468,476,,N
55,52,Panamint Valley,Y,13732,13829,13643,475,,475,,N
55,52,Panamint Valley,Y,12393,12592,12155,465,326,395.5,,N
55,52,Panamint Valley,Y,11564,11751,11311,465,326,395.5,,N
55,52,Panamint Valley,Y,0,0,0,,,326,,N
56,53,Pluvial Lake Antelope,Y,21000,22000,21000,1745,,,3,Y
56,53,Pluvial Lake Antelope,Y,15500,16800,14100,1745,,,4,Y
56,53,Pluvial Lake Antelope,Y,11493,12755,10231,,,,0,Y
56,53,Pluvial Lake Antelope,Y,0,0,0,,,,0,Y
57,54,Pluvial Lake Buffalo,Y,21000,22000,21000,1414,,,3,Y
57,54,Pluvial Lake Buffalo,Y,15500,16800,14100,1414,,,4,Y
57,54,Pluvial Lake Buffalo,Y,11493,12755,10231,,,,0,Y
57,54,Pluvial Lake Buffalo,Y,0,0,0,,,,0,Y
58,55,Pluvial Lake Carpenter,Y,21000,22000,21000,1824,,,3,Y
58,55,Pluvial Lake Carpenter,Y,17294,17649,16938,1824,,,4,Y
58,55,Pluvial Lake Carpenter,Y,17294,17649,16938,1824,,,2,Y
58,55,Pluvial Lake Carpenter,Y,0,0,0,,,,0,Y
59,56,Pluvial Lake Cave,Y,21000,22000,21000,1829,,,3,Y
59,56,Pluvial Lake Cave,Y,15500,16800,14100,1829,,,4,Y
59,56,Pluvial Lake Cave,Y,11493,12755,10231,,,,0,Y
59,56,Pluvial Lake Cave,Y,0,0,0,,,,0,Y
60,57,Pluvial Lake Clover,Y,19516,19598,19408,1727,1727,1727,3,N
60,57,Pluvial Lake Clover,Y,19456,19594,19253,1727,1727,1727,3,N
60,57,Pluvial Lake Clover,Y,17519,17847,17178,1726,1726,1726,3,N
60,57,Pluvial Lake Clover,Y,17274,17578,16974,1726,1726,1726,3,N
60,57,Pluvial Lake Clover,Y,16973,17230,16750,1726,1726,1726,3,N
60,57,Pluvial Lake Clover,Y,16973,17230,16750,1726,1706,1716,3,N
60,57,Pluvial Lake Clover,Y,0,0,0,1706,1706,1706,0,N
61,58,Pluvial Lake Columbus,Y,21000,22000,21000,1402,,,3,Y
61,58,Pluvial Lake Columbus,Y,15500,16800,14100,1402,,,4,Y
61,58,Pluvial Lake Columbus,Y,11493,12755,10231,,,,0,Y
61,58,Pluvial Lake Columbus,Y,0,0,0,,,,0,Y
62,59,Pluvial Lake Desatoya,Y,21000,22000,21000,1899,,,3,Y
62,59,Pluvial Lake Desatoya,Y,15500,16800,14100,1899,,,4,Y
62,59,Pluvial Lake Desatoya,Y,11493,12755,10231,,,,0,Y
62,59,Pluvial Lake Desatoya,Y,0,0,0,,,,0,Y
63,60,Pluvial Lake Dixie,Y,21000,22000,21000,1097,,,3,Y
63,60,Pluvial Lake Dixie,Y,15500,16800,14100,1097,,,4,Y
63,60,Pluvial Lake Dixie,Y,11493,12755,10231,,,,0,Y
63,60,Pluvial Lake Dixie,Y,0,0,0,,,,0,Y
64,61,Pluvial Lake Edwards,Y,21000,22000,21000,1609,,,3,Y
64,61,Pluvial Lake Edwards,Y,15500,16800,14100,1609,,,4,Y
64,61,Pluvial Lake Edwards,Y,11493,12755,10231,,,,0,Y
64,61,Pluvial Lake Edwards,Y,0,0,0,,,,0,Y
65,62,Pluvial Lake Gale,Y,21000,22000,21000,1905,,,3,Y
65,62,Pluvial Lake Gale,Y,15500,16800,14100,1905,,,4,Y
65,62,Pluvial Lake Gale,Y,11493,12755,10231,,,,0,Y
65,62,Pluvial Lake Gale,Y,0,0,0,,,,0,Y
66,63,Pluvial Lake Gilbert,Y,21000,22000,21000,1750,,,3,Y
66,63,Pluvial Lake Gilbert,Y,15500,16800,14100,1750,,,4,Y
66,63,Pluvial Lake Gilbert,Y,11493,12755,10231,,,,0,Y
66,63,Pluvial Lake Gilbert,Y,0,0,0,,,,0,Y
67,64,Pluvial Lake Hubbs,Y,21000,22000,21000,1920,,,3,Y
67,64,Pluvial Lake Hubbs,Y,15500,16800,14100,1920,,,4,Y
67,64,Pluvial Lake Hubbs,Y,11493,12755,10231,,,,0,Y
67,64,Pluvial Lake Hubbs,Y,0,0,0,,,,0,Y
68,65,Pluvial Lake Labou,Y,21000,22000,21000,1274,,,3,Y
68,65,Pluvial Lake Labou,Y,15500,16800,14100,1274,,,4,Y
68,65,Pluvial Lake Labou,Y,11493,12755,10231,,,,0,Y
68,65,Pluvial Lake Labou,Y,0,0,0,,,,0,Y
69,66,Pluvial Lake Maxey,Y,21000,22000,21000,1762,,,3,Y
69,66,Pluvial Lake Maxey,Y,15500,16800,14100,1762,,,4,Y
69,66,Pluvial Lake Maxey,Y,11493,12755,10231,,,,0,Y
69,66,Pluvial Lake Maxey,Y,0,0,0,,,,0,Y
70,67,Pluvial Lake Meinzer,Y,21000,22000,21000,1768,,,3,Y
70,67,Pluvial Lake Meinzer,Y,15500,16800,14100,1768,,,4,Y
70,67,Pluvial Lake Meinzer,Y,11493,12755,10231,,,,0,Y
70,67,Pluvial Lake Meinzer,Y,0,0,0,,,,0,Y
71,68,Pluvial Lake Railroad,Y,21000,22000,21000,1484,,,3,Y
71,68,Pluvial Lake Railroad,Y,15500,16800,14100,1484,,,4,Y
71,68,Pluvial Lake Railroad,Y,11493,12755,10231,,,,0,Y
